Unnamed: 0,CWE,CVE,CVSS_V3_baseScore,CVSS_V3_exploitabilityScore,CVSS_V3_attackComplexity,CVSS_V3_privilegesRequired,CVSS_V3_userInteraction
12165,CWE-119,CVE-2018-4404,7.8,1.8,LOW,NONE,REQUIRED
12166,CWE-20,CVE-2018-4406,6.5,2.8,LOW,LOW,NONE
12167,CWE-119,CVE-2018-4407,8.8,2.8,LOW,LOW,NONE
12168,CWE-119,CVE-2018-4408,7.8,1.8,LOW,NONE,REQUIRED
12169,CWE-400,CVE-2018-4409,6.5,2.8,LOW,NONE,REQUIRED
12170,CWE-119,CVE-2018-4410,7.8,1.8,LOW,NONE,REQUIRED
12171,CWE-119,CVE-2018-4411,7.8,1.8,LOW,NONE,REQUIRED
12172,CWE-119,CVE-2018-4412,7.8,1.8,LOW,NONE,REQUIRED
12173,CWE-119,CVE-2018-4413,5.5,1.8,LOW,NONE,REQUIRED
12174,CWE-119,CVE-2018-4414,7.8,1.8,LOW,NONE,REQUIRED
12175,CWE-119,CVE-2018-4415,7.8,1.8,LOW,NONE,REQUIRED
12176,CWE-119,CVE-2018-4416,8.8,2.8,LOW,NONE,REQUIRED
12177,CWE-20,CVE-2018-4417,5.5,1.8,LOW,NONE,REQUIRED
12178,CWE-20,CVE-2018-4418,5.5,1.8,LOW,NONE,REQUIRED
12179,CWE-119,CVE-2018-4419,7.8,1.8,LOW,NONE,REQUIRED
12180,CWE-119,CVE-2018-4420,7.8,1.8,LOW,NONE,REQUIRED
12181,CWE-119,CVE-2018-4421,7.8,1.8,LOW,NONE,REQUIRED
12182,CWE-119,CVE-2018-4422,8.8,2.8,LOW,NONE,REQUIRED
12183,CWE-20,CVE-2018-4423,7.8,1.8,LOW,NONE,REQUIRED
12184,CWE-119,CVE-2018-4424,7.8,1.8,LOW,NONE,REQUIRED
12185,CWE-119,CVE-2018-4425,7.8,1.8,LOW,NONE,REQUIRED
12186,CWE-119,CVE-2018-4426,7.8,1.8,LOW,NONE,REQUIRED
12187,CWE-119,CVE-2018-4427,7.8,1.8,LOW,NONE,REQUIRED
12188,NVD-CWE-noinfo,CVE-2018-4428,7.1,1.8,LOW,LOW,NONE
12189,CWE-20,CVE-2018-4429,6.5,2.8,LOW,NONE,REQUIRED
12190,CWE-200,CVE-2018-4430,2.4,0.9,LOW,NONE,NONE
12191,CWE-200,CVE-2018-4431,5.5,1.8,LOW,LOW,NONE
12192,NVD-CWE-noinfo,CVE-2018-4433,5.5,1.8,LOW,NONE,REQUIRED
12193,CWE-125,CVE-2018-4434,7.1,1.8,LOW,LOW,NONE
12194,CWE-20,CVE-2018-4435,7.8,1.8,LOW,NONE,REQUIRED
12195,CWE-295,CVE-2018-4436,7.5,3.9,LOW,NONE,NONE
12196,CWE-119,CVE-2018-4437,8.8,2.8,LOW,NONE,REQUIRED
12197,CWE-119,CVE-2018-4438,8.8,2.8,LOW,NONE,REQUIRED
12198,CWE-20,CVE-2018-4439,6.5,2.8,LOW,NONE,REQUIRED
12199,CWE-20,CVE-2018-4440,4.3,2.8,LOW,NONE,REQUIRED
12200,CWE-119,CVE-2018-4441,8.8,2.8,LOW,NONE,REQUIRED
12201,CWE-119,CVE-2018-4442,8.8,2.8,LOW,NONE,REQUIRED
12202,CWE-119,CVE-2018-4443,8.8,2.8,LOW,NONE,REQUIRED
12203,NVD-CWE-noinfo,CVE-2018-4444,6.5,2.8,LOW,NONE,REQUIRED
12204,CWE-200,CVE-2018-4445,4.3,2.8,LOW,LOW,NONE
12205,CWE-20,CVE-2018-4446,3.3,1.8,LOW,NONE,REQUIRED
12206,CWE-119,CVE-2018-4447,7.8,1.8,LOW,NONE,REQUIRED
12207,NVD-CWE-noinfo,CVE-2018-4448,5.5,1.8,LOW,LOW,NONE
12208,CWE-119,CVE-2018-4449,7.8,1.8,LOW,NONE,REQUIRED
12209,CWE-119,CVE-2018-4450,7.8,1.8,LOW,NONE,REQUIRED
12210,NVD-CWE-noinfo,CVE-2018-4451,7.8,1.8,LOW,NONE,REQUIRED
12211,NVD-CWE-noinfo,CVE-2018-4452,7.8,1.8,LOW,NONE,REQUIRED
12212,CWE-119,CVE-2018-4456,7.8,1.8,LOW,NONE,REQUIRED
12213,CWE-20,CVE-2018-4460,6.5,2.8,LOW,LOW,NONE
12214,CWE-119,CVE-2018-4461,7.8,1.8,LOW,NONE,REQUIRED
12215,CWE-20,CVE-2018-4462,5.5,1.8,LOW,NONE,REQUIRED
12216,CWE-119,CVE-2018-4463,7.8,1.8,LOW,NONE,REQUIRED
12217,CWE-119,CVE-2018-4464,8.8,2.8,LOW,NONE,REQUIRED
12218,CWE-119,CVE-2018-4465,7.8,1.8,LOW,NONE,REQUIRED
12219,NVD-CWE-noinfo,CVE-2018-4467,7.8,1.8,LOW,NONE,REQUIRED
12220,NVD-CWE-noinfo,CVE-2018-4468,5.5,1.8,LOW,NONE,REQUIRED
12221,NVD-CWE-noinfo,CVE-2018-4470,3.3,1.8,LOW,NONE,REQUIRED
12222,CWE-400,CVE-2018-4474,7.5,3.9,LOW,NONE,NONE
12223,CWE-20,CVE-2018-4832,7.5,3.9,LOW,NONE,NONE
12224,CWE-122,CVE-2018-4833,8.8,2.8,LOW,NONE,NONE
12225,CWE-434,CVE-2018-4834,9.8,3.9,LOW,NONE,NONE
12226,CWE-200,CVE-2018-4835,5.3,3.9,LOW,NONE,NONE
12227,NVD-CWE-noinfo,CVE-2018-4836,8.8,2.8,LOW,LOW,NONE
12228,NVD-CWE-noinfo,CVE-2018-4837,7.5,3.9,LOW,NONE,NONE
12229,CWE-306,CVE-2018-4838,7.5,3.9,LOW,NONE,NONE
12230,NVD-CWE-noinfo,CVE-2018-4839,5.3,1.6,HIGH,LOW,NONE
12231,CWE-306,CVE-2018-4840,7.5,3.9,LOW,NONE,NONE
12232,CWE-287,CVE-2018-4841,9.8,3.9,LOW,NONE,NONE
12233,CWE-79,CVE-2018-4842,4.8,1.7,LOW,HIGH,REQUIRED
12234,CWE-20,CVE-2018-4843,6.5,2.8,LOW,NONE,NONE
12235,CWE-269,CVE-2018-4844,6.7,1.5,LOW,LOW,REQUIRED
12236,CWE-269,CVE-2018-4845,8.8,2.8,LOW,LOW,NONE
12237,CWE-798,CVE-2018-4846,9.8,3.9,LOW,NONE,NONE
12238,CWE-311,CVE-2018-4847,4.6,0.9,LOW,NONE,NONE
12239,CWE-79,CVE-2018-4848,6.1,2.8,LOW,NONE,REQUIRED
12240,CWE-295,CVE-2018-4849,7.4,2.2,HIGH,NONE,NONE
12241,NVD-CWE-noinfo,CVE-2018-4850,7.5,3.9,LOW,NONE,NONE
12242,CWE-20,CVE-2018-4851,8.2,3.9,LOW,NONE,NONE
12243,CWE-287,CVE-2018-4852,9.8,3.9,LOW,NONE,NONE
12244,NVD-CWE-noinfo,CVE-2018-4853,9.8,3.9,LOW,NONE,NONE
12245,NVD-CWE-noinfo,CVE-2018-4854,8.8,2.8,LOW,NONE,REQUIRED
12246,CWE-311,CVE-2018-4855,6.5,2.8,LOW,NONE,REQUIRED
12247,NVD-CWE-noinfo,CVE-2018-4856,4.9,1.2,LOW,HIGH,NONE
12248,NVD-CWE-noinfo,CVE-2018-4858,7.8,1.8,LOW,NONE,REQUIRED
12249,CWE-78,CVE-2018-4859,7.2,1.2,LOW,HIGH,NONE
12250,CWE-78,CVE-2018-4860,7.2,1.2,LOW,HIGH,NONE
12251,CWE-200,CVE-2018-4861,4.9,1.2,LOW,HIGH,NONE
12252,CWE-269,CVE-2018-4862,8.8,2.8,LOW,LOW,NONE
12253,CWE-254,CVE-2018-4863,5.5,1.8,LOW,LOW,NONE
12254,CWE-770,CVE-2018-4868,5.5,1.8,LOW,NONE,REQUIRED
12255,CWE-125,CVE-2018-4871,7.5,3.9,LOW,NONE,NONE
12256,NVD-CWE-noinfo,CVE-2018-4872,10.0,3.9,LOW,NONE,NONE
12257,CWE-428,CVE-2018-4873,7.8,1.8,LOW,LOW,NONE
12258,CWE-79,CVE-2018-4875,6.1,2.8,LOW,NONE,REQUIRED
12259,CWE-79,CVE-2018-4876,6.1,2.8,LOW,NONE,REQUIRED
12260,CWE-416,CVE-2018-4877,9.8,3.9,LOW,NONE,NONE
12261,CWE-416,CVE-2018-4878,9.8,3.9,LOW,NONE,NONE
12262,CWE-787,CVE-2018-4879,9.8,3.9,LOW,NONE,NONE
12263,CWE-125,CVE-2018-4880,6.5,2.8,LOW,NONE,REQUIRED
12264,CWE-125,CVE-2018-4881,6.5,2.8,LOW,NONE,REQUIRED
12265,CWE-125,CVE-2018-4882,6.5,2.8,LOW,NONE,REQUIRED
12266,CWE-125,CVE-2018-4883,6.5,2.8,LOW,NONE,REQUIRED
12267,CWE-125,CVE-2018-4884,6.5,2.8,LOW,NONE,REQUIRED
12268,CWE-125,CVE-2018-4885,6.5,2.8,LOW,NONE,REQUIRED
12269,CWE-125,CVE-2018-4886,6.5,2.8,LOW,NONE,REQUIRED
12270,CWE-125,CVE-2018-4887,6.5,2.8,LOW,NONE,REQUIRED
12271,CWE-416,CVE-2018-4888,8.8,2.8,LOW,NONE,REQUIRED
12272,CWE-125,CVE-2018-4889,6.5,2.8,LOW,NONE,REQUIRED
12273,CWE-787,CVE-2018-4890,8.8,2.8,LOW,NONE,REQUIRED
12274,CWE-125,CVE-2018-4891,6.5,2.8,LOW,NONE,REQUIRED
12275,CWE-416,CVE-2018-4892,8.8,2.8,LOW,NONE,REQUIRED
12276,CWE-125,CVE-2018-4893,6.5,2.8,LOW,NONE,REQUIRED
12277,CWE-125,CVE-2018-4894,6.5,2.8,LOW,NONE,REQUIRED
12278,CWE-787,CVE-2018-4895,9.8,3.9,LOW,NONE,NONE
12279,CWE-125,CVE-2018-4896,6.5,2.8,LOW,NONE,REQUIRED
12280,CWE-125,CVE-2018-4897,6.5,2.8,LOW,NONE,REQUIRED
12281,CWE-787,CVE-2018-4898,8.8,2.8,LOW,NONE,REQUIRED
12282,CWE-125,CVE-2018-4899,6.5,2.8,LOW,NONE,REQUIRED
12283,CWE-125,CVE-2018-4900,6.5,2.8,LOW,NONE,REQUIRED
12284,CWE-787,CVE-2018-4901,8.8,2.8,LOW,NONE,REQUIRED
12285,CWE-416,CVE-2018-4902,8.8,2.8,LOW,NONE,REQUIRED
12286,CWE-125,CVE-2018-4903,6.5,2.8,LOW,NONE,REQUIRED
12287,CWE-787,CVE-2018-4904,8.8,2.8,LOW,NONE,REQUIRED
12288,CWE-125,CVE-2018-4905,6.5,2.8,LOW,NONE,REQUIRED
12289,CWE-125,CVE-2018-4906,6.5,2.8,LOW,NONE,REQUIRED
12290,CWE-125,CVE-2018-4907,6.5,2.8,LOW,NONE,REQUIRED
12291,CWE-125,CVE-2018-4908,6.5,2.8,LOW,NONE,REQUIRED
12292,CWE-125,CVE-2018-4909,6.5,2.8,LOW,NONE,REQUIRED
12293,CWE-787,CVE-2018-4910,8.8,2.8,LOW,NONE,REQUIRED
12294,CWE-416,CVE-2018-4911,8.8,2.8,LOW,NONE,REQUIRED
12295,CWE-125,CVE-2018-4912,6.5,2.8,LOW,NONE,REQUIRED
12296,CWE-416,CVE-2018-4913,8.8,2.8,LOW,NONE,REQUIRED
12297,CWE-125,CVE-2018-4914,6.5,2.8,LOW,NONE,REQUIRED
12298,CWE-787,CVE-2018-4915,8.8,2.8,LOW,NONE,REQUIRED
12299,CWE-787,CVE-2018-4916,8.8,2.8,LOW,NONE,REQUIRED
12300,CWE-787,CVE-2018-4917,9.8,3.9,LOW,NONE,NONE
12301,CWE-787,CVE-2018-4918,9.8,3.9,LOW,NONE,NONE
12302,CWE-416,CVE-2018-4919,9.8,3.9,LOW,NONE,NONE
12303,CWE-704,CVE-2018-4920,9.8,3.9,LOW,NONE,NONE
12304,CWE-434,CVE-2018-4921,6.1,2.8,LOW,NONE,REQUIRED
12305,CWE-78,CVE-2018-4923,9.1,3.9,LOW,NONE,NONE
12306,CWE-78,CVE-2018-4924,9.8,3.9,LOW,NONE,NONE
12307,CWE-125,CVE-2018-4925,7.5,3.9,LOW,NONE,NONE
12308,CWE-200,CVE-2018-4925,7.5,3.9,LOW,NONE,NONE
12309,CWE-787,CVE-2018-4926,5.5,1.8,LOW,NONE,REQUIRED
12310,CWE-426,CVE-2018-4927,7.8,1.8,LOW,NONE,REQUIRED
12311,CWE-119,CVE-2018-4928,7.8,1.8,LOW,NONE,REQUIRED
12312,CWE-79,CVE-2018-4929,6.1,2.8,LOW,NONE,REQUIRED
12313,CWE-79,CVE-2018-4930,6.1,2.8,LOW,NONE,REQUIRED
12314,CWE-79,CVE-2018-4931,6.1,2.8,LOW,NONE,REQUIRED
12315,CWE-416,CVE-2018-4932,8.8,2.8,LOW,LOW,NONE
12316,CWE-125,CVE-2018-4933,6.5,2.8,LOW,LOW,NONE
12317,CWE-125,CVE-2018-4934,7.5,3.9,LOW,NONE,NONE
12318,CWE-787,CVE-2018-4935,9.8,3.9,LOW,NONE,NONE
12319,CWE-119,CVE-2018-4936,7.5,3.9,LOW,NONE,NONE
12320,CWE-787,CVE-2018-4937,9.8,3.9,LOW,NONE,NONE
12321,CWE-427,CVE-2018-4938,7.8,1.8,LOW,LOW,NONE
12322,CWE-502,CVE-2018-4939,9.8,3.9,LOW,NONE,NONE
12323,CWE-79,CVE-2018-4940,6.1,2.8,LOW,NONE,REQUIRED
12324,CWE-79,CVE-2018-4941,6.1,2.8,LOW,NONE,REQUIRED
12325,CWE-611,CVE-2018-4942,7.5,3.9,LOW,NONE,NONE
12326,CWE-20,CVE-2018-4943,8.8,2.8,LOW,NONE,REQUIRED
12327,CWE-704,CVE-2018-4944,9.8,3.9,LOW,NONE,NONE
12328,CWE-704,CVE-2018-4945,8.8,2.8,LOW,NONE,REQUIRED
12329,CWE-787,CVE-2018-4946,8.8,2.8,LOW,NONE,REQUIRED
12330,CWE-787,CVE-2018-4947,9.8,3.9,LOW,NONE,NONE
12331,CWE-787,CVE-2018-4948,9.8,3.9,LOW,NONE,NONE
12332,CWE-125,CVE-2018-4949,7.5,3.9,LOW,NONE,NONE
12333,CWE-787,CVE-2018-4950,9.8,3.9,LOW,NONE,NONE
12334,CWE-125,CVE-2018-4951,6.5,2.8,LOW,NONE,REQUIRED
12335,CWE-416,CVE-2018-4952,8.8,2.8,LOW,NONE,REQUIRED
12336,CWE-704,CVE-2018-4953,8.8,2.8,LOW,NONE,REQUIRED
12337,CWE-416,CVE-2018-4954,8.8,2.8,LOW,NONE,REQUIRED
12338,CWE-125,CVE-2018-4955,7.5,3.9,LOW,NONE,NONE
12339,CWE-125,CVE-2018-4956,7.5,3.9,LOW,NONE,NONE
12340,CWE-125,CVE-2018-4957,7.5,3.9,LOW,NONE,NONE
12341,CWE-416,CVE-2018-4958,9.8,3.9,LOW,NONE,NONE
12342,CWE-416,CVE-2018-4959,9.8,3.9,LOW,NONE,NONE
12343,CWE-125,CVE-2018-4960,7.5,3.9,LOW,NONE,NONE
12344,CWE-416,CVE-2018-4961,9.8,3.9,LOW,NONE,NONE
12345,CWE-125,CVE-2018-4962,7.5,3.9,LOW,NONE,NONE
12346,CWE-125,CVE-2018-4963,7.5,3.9,LOW,NONE,NONE
12347,CWE-125,CVE-2018-4964,7.5,3.9,LOW,NONE,NONE
12348,CWE-200,CVE-2018-4965,7.5,3.9,LOW,NONE,NONE
12349,CWE-787,CVE-2018-4966,9.8,3.9,LOW,NONE,NONE
12350,CWE-125,CVE-2018-4967,7.5,3.9,LOW,NONE,NONE
12351,CWE-787,CVE-2018-4968,9.8,3.9,LOW,NONE,NONE
12352,CWE-125,CVE-2018-4969,7.5,3.9,LOW,NONE,NONE
12353,CWE-125,CVE-2018-4970,7.5,3.9,LOW,NONE,NONE
12354,CWE-416,CVE-2018-4971,8.8,2.8,LOW,NONE,REQUIRED
12355,CWE-125,CVE-2018-4972,6.5,2.8,LOW,NONE,REQUIRED
12356,CWE-125,CVE-2018-4973,7.5,3.9,LOW,NONE,NONE
12357,CWE-416,CVE-2018-4974,8.8,2.8,LOW,NONE,REQUIRED
12358,CWE-125,CVE-2018-4975,7.5,3.9,LOW,NONE,NONE
12359,CWE-125,CVE-2018-4976,7.5,3.9,LOW,NONE,NONE
12360,CWE-416,CVE-2018-4977,9.8,3.9,LOW,NONE,NONE
12361,CWE-787,CVE-2018-4978,9.8,3.9,LOW,NONE,NONE
12362,CWE-125,CVE-2018-4979,6.5,2.8,LOW,NONE,REQUIRED
12363,CWE-416,CVE-2018-4980,8.8,2.8,LOW,NONE,REQUIRED
12364,CWE-125,CVE-2018-4981,7.5,3.9,LOW,NONE,NONE
12365,CWE-787,CVE-2018-4982,8.8,2.8,LOW,NONE,REQUIRED
12366,CWE-416,CVE-2018-4983,9.8,3.9,LOW,NONE,NONE
12367,CWE-787,CVE-2018-4984,9.8,3.9,LOW,NONE,NONE
12368,CWE-125,CVE-2018-4985,7.5,3.9,LOW,NONE,NONE
12369,CWE-125,CVE-2018-4986,7.5,3.9,LOW,NONE,NONE
12370,CWE-476,CVE-2018-4987,9.8,3.9,LOW,NONE,NONE
12371,CWE-416,CVE-2018-4988,9.8,3.9,LOW,NONE,NONE
12372,CWE-416,CVE-2018-4989,9.8,3.9,LOW,NONE,NONE
12373,CWE-415,CVE-2018-4990,8.8,2.8,LOW,NONE,REQUIRED
12374,CWE-295,CVE-2018-4991,9.8,3.9,LOW,NONE,NONE
12375,CWE-20,CVE-2018-4992,7.8,1.8,LOW,LOW,NONE
12376,CWE-200,CVE-2018-4993,7.5,3.9,LOW,NONE,NONE
12377,NVD-CWE-noinfo,CVE-2018-4994,7.5,3.9,LOW,NONE,NONE
12378,CWE-74,CVE-2018-4995,9.8,3.9,LOW,NONE,NONE
12379,CWE-416,CVE-2018-4996,9.8,3.9,LOW,NONE,NONE
12380,CWE-787,CVE-2018-4997,8.8,2.8,LOW,NONE,REQUIRED
12381,CWE-119,CVE-2018-4998,8.8,2.8,LOW,NONE,REQUIRED
12382,CWE-125,CVE-2018-4999,6.5,2.8,LOW,NONE,REQUIRED
12383,CWE-190,CVE-2018-5000,6.5,2.8,LOW,NONE,REQUIRED
12384,CWE-125,CVE-2018-5001,6.5,2.8,LOW,NONE,REQUIRED
12385,CWE-787,CVE-2018-5002,9.8,3.9,LOW,NONE,NONE
12386,CWE-426,CVE-2018-5003,7.8,1.8,LOW,NONE,REQUIRED
12387,CWE-918,CVE-2018-5004,7.5,3.9,LOW,NONE,NONE
12388,CWE-79,CVE-2018-5005,6.1,2.8,LOW,NONE,REQUIRED
12389,CWE-918,CVE-2018-5006,7.5,3.9,LOW,NONE,NONE
12390,CWE-704,CVE-2018-5007,8.8,2.8,LOW,NONE,REQUIRED
12391,CWE-125,CVE-2018-5008,7.5,3.9,LOW,NONE,NONE
12392,CWE-416,CVE-2018-5009,9.8,3.9,LOW,NONE,NONE
12393,CWE-125,CVE-2018-5010,7.5,3.9,LOW,NONE,NONE
12394,CWE-416,CVE-2018-5011,9.8,3.9,LOW,NONE,NONE
12395,CWE-476,CVE-2018-5012,8.8,2.8,LOW,NONE,REQUIRED
12396,CWE-125,CVE-2018-5014,6.5,2.8,LOW,NONE,REQUIRED
12397,CWE-787,CVE-2018-5015,8.8,2.8,LOW,NONE,REQUIRED
12398,CWE-125,CVE-2018-5016,6.5,2.8,LOW,NONE,REQUIRED
12399,CWE-125,CVE-2018-5017,6.5,2.8,LOW,NONE,REQUIRED
12400,CWE-125,CVE-2018-5018,6.5,2.8,LOW,NONE,REQUIRED
12401,CWE-125,CVE-2018-5019,6.5,2.8,LOW,NONE,REQUIRED
12402,CWE-787,CVE-2018-5020,8.8,2.8,LOW,NONE,REQUIRED
12403,CWE-787,CVE-2018-5021,9.8,3.9,LOW,NONE,NONE
12404,CWE-125,CVE-2018-5022,7.5,3.9,LOW,NONE,NONE
12405,CWE-125,CVE-2018-5023,7.5,3.9,LOW,NONE,NONE
12406,CWE-125,CVE-2018-5024,7.5,3.9,LOW,NONE,NONE
12407,CWE-125,CVE-2018-5025,7.5,3.9,LOW,NONE,NONE
12408,CWE-125,CVE-2018-5026,7.5,3.9,LOW,NONE,NONE
12409,CWE-125,CVE-2018-5027,6.5,2.8,LOW,NONE,REQUIRED
12410,CWE-787,CVE-2018-5028,8.8,2.8,LOW,NONE,REQUIRED
12411,CWE-125,CVE-2018-5029,6.5,2.8,LOW,NONE,REQUIRED
12412,CWE-476,CVE-2018-5030,8.8,2.8,LOW,NONE,REQUIRED
12413,CWE-125,CVE-2018-5031,6.5,2.8,LOW,NONE,REQUIRED
12414,CWE-787,CVE-2018-5032,8.8,2.8,LOW,NONE,REQUIRED
12415,CWE-125,CVE-2018-5033,6.5,2.8,LOW,NONE,REQUIRED
12416,CWE-119,CVE-2018-5034,8.8,2.8,LOW,NONE,REQUIRED
12417,CWE-125,CVE-2018-5035,6.5,2.8,LOW,NONE,REQUIRED
12418,CWE-787,CVE-2018-5036,8.8,2.8,LOW,NONE,REQUIRED
12419,CWE-119,CVE-2018-5037,8.8,2.8,LOW,NONE,REQUIRED
12420,CWE-787,CVE-2018-5038,8.8,2.8,LOW,NONE,REQUIRED
12421,CWE-125,CVE-2018-5039,6.5,2.8,LOW,NONE,REQUIRED
12422,CWE-787,CVE-2018-5040,8.8,2.8,LOW,NONE,REQUIRED
12423,CWE-787,CVE-2018-5041,8.8,2.8,LOW,NONE,REQUIRED
12424,CWE-787,CVE-2018-5042,8.8,2.8,LOW,NONE,REQUIRED
12425,CWE-119,CVE-2018-5043,8.8,2.8,LOW,NONE,REQUIRED
12426,CWE-125,CVE-2018-5044,6.5,2.8,LOW,NONE,REQUIRED
12427,CWE-787,CVE-2018-5045,8.8,2.8,LOW,NONE,REQUIRED
12428,CWE-125,CVE-2018-5046,6.5,2.8,LOW,NONE,REQUIRED
12429,CWE-125,CVE-2018-5047,6.5,2.8,LOW,NONE,REQUIRED
12430,CWE-125,CVE-2018-5048,6.5,2.8,LOW,NONE,REQUIRED
12431,CWE-125,CVE-2018-5049,6.5,2.8,LOW,NONE,REQUIRED
12432,CWE-125,CVE-2018-5050,6.5,2.8,LOW,NONE,REQUIRED
12433,CWE-125,CVE-2018-5051,6.5,2.8,LOW,NONE,REQUIRED
12434,CWE-787,CVE-2018-5052,8.8,2.8,LOW,NONE,REQUIRED
12435,CWE-125,CVE-2018-5053,6.5,2.8,LOW,NONE,REQUIRED
12436,CWE-125,CVE-2018-5054,6.5,2.8,LOW,NONE,REQUIRED
12437,CWE-125,CVE-2018-5055,6.5,2.8,LOW,NONE,REQUIRED
12438,CWE-125,CVE-2018-5056,6.5,2.8,LOW,NONE,REQUIRED
12439,CWE-704,CVE-2018-5057,8.8,2.8,LOW,NONE,REQUIRED
12440,CWE-787,CVE-2018-5058,8.8,2.8,LOW,NONE,REQUIRED
12441,CWE-787,CVE-2018-5059,8.8,2.8,LOW,NONE,REQUIRED
12442,CWE-125,CVE-2018-5060,6.5,2.8,LOW,NONE,REQUIRED
12443,CWE-125,CVE-2018-5061,6.5,2.8,LOW,NONE,REQUIRED
12444,CWE-125,CVE-2018-5062,7.5,3.9,LOW,NONE,NONE
12445,CWE-125,CVE-2018-5063,6.5,2.8,LOW,NONE,REQUIRED
12446,CWE-787,CVE-2018-5064,9.8,3.9,LOW,NONE,NONE
12447,CWE-416,CVE-2018-5065,8.8,2.8,LOW,NONE,REQUIRED
12448,CWE-125,CVE-2018-5066,7.5,3.9,LOW,NONE,NONE
12449,CWE-787,CVE-2018-5067,8.8,2.8,LOW,NONE,REQUIRED
12450,CWE-125,CVE-2018-5068,7.5,3.9,LOW,NONE,NONE
12451,CWE-787,CVE-2018-5069,9.8,3.9,LOW,NONE,NONE
12452,CWE-787,CVE-2018-5070,9.8,3.9,LOW,NONE,NONE
12453,CWE-79,CVE-2018-5071,5.4,2.3,LOW,LOW,REQUIRED
12454,CWE-79,CVE-2018-5072,4.8,1.7,LOW,HIGH,REQUIRED
12455,CWE-352,CVE-2018-5073,6.8,0.9,LOW,HIGH,REQUIRED
12456,CWE-79,CVE-2018-5074,4.8,1.7,LOW,HIGH,REQUIRED
12457,CWE-79,CVE-2018-5075,4.8,1.7,LOW,HIGH,REQUIRED
12458,CWE-79,CVE-2018-5076,4.8,1.7,LOW,HIGH,REQUIRED
12459,CWE-79,CVE-2018-5077,4.8,1.7,LOW,HIGH,REQUIRED
12460,CWE-79,CVE-2018-5078,4.8,1.7,LOW,HIGH,REQUIRED
12461,CWE-20,CVE-2018-5079,7.8,1.8,LOW,LOW,NONE
12462,CWE-20,CVE-2018-5080,7.8,1.8,LOW,LOW,NONE
12463,CWE-20,CVE-2018-5081,7.8,1.8,LOW,LOW,NONE
12464,CWE-20,CVE-2018-5082,7.8,1.8,LOW,LOW,NONE
12465,CWE-20,CVE-2018-5083,7.8,1.8,LOW,LOW,NONE
12466,CWE-20,CVE-2018-5084,7.8,1.8,LOW,LOW,NONE
12467,CWE-20,CVE-2018-5085,7.8,1.8,LOW,LOW,NONE
12468,CWE-20,CVE-2018-5086,7.8,1.8,LOW,LOW,NONE
12469,CWE-20,CVE-2018-5087,7.8,1.8,LOW,LOW,NONE
12470,CWE-20,CVE-2018-5088,7.8,1.8,LOW,LOW,NONE
12471,CWE-119,CVE-2018-5089,9.8,3.9,LOW,NONE,NONE
12472,CWE-119,CVE-2018-5090,9.8,3.9,LOW,NONE,NONE
12473,CWE-416,CVE-2018-5091,9.8,3.9,LOW,NONE,NONE
12474,CWE-416,CVE-2018-5092,9.8,3.9,LOW,NONE,NONE
12475,CWE-119,CVE-2018-5093,7.5,3.9,LOW,NONE,NONE
12476,CWE-119,CVE-2018-5094,7.5,3.9,LOW,NONE,NONE
12477,CWE-190,CVE-2018-5095,9.8,3.9,LOW,NONE,NONE
12478,CWE-908,CVE-2018-5095,9.8,3.9,LOW,NONE,NONE
12479,CWE-416,CVE-2018-5096,9.8,3.9,LOW,NONE,NONE
12480,CWE-416,CVE-2018-5097,9.8,3.9,LOW,NONE,NONE
12481,CWE-416,CVE-2018-5098,9.8,3.9,LOW,NONE,NONE
12482,CWE-416,CVE-2018-5099,9.8,3.9,LOW,NONE,NONE
12483,CWE-416,CVE-2018-5100,7.5,3.9,LOW,NONE,NONE
12484,CWE-416,CVE-2018-5101,7.5,3.9,LOW,NONE,NONE
12485,CWE-416,CVE-2018-5102,9.8,3.9,LOW,NONE,NONE
12486,CWE-416,CVE-2018-5103,9.8,3.9,LOW,NONE,NONE
12487,CWE-416,CVE-2018-5104,9.8,3.9,LOW,NONE,NONE
12488,NVD-CWE-noinfo,CVE-2018-5105,7.8,1.8,LOW,NONE,REQUIRED
12489,CWE-200,CVE-2018-5106,5.3,3.9,LOW,NONE,NONE
12490,CWE-59,CVE-2018-5107,5.3,3.9,LOW,NONE,NONE
12491,CWE-200,CVE-2018-5108,4.3,2.8,LOW,NONE,REQUIRED
12492,CWE-346,CVE-2018-5109,5.3,3.9,LOW,NONE,NONE
12493,CWE-20,CVE-2018-5110,5.3,3.9,LOW,NONE,NONE
12494,CWE-20,CVE-2018-5111,6.5,2.8,LOW,NONE,REQUIRED
12495,CWE-552,CVE-2018-5112,7.5,3.9,LOW,NONE,NONE
12496,CWE-862,CVE-2018-5113,7.5,3.9,LOW,NONE,NONE
12497,CWE-200,CVE-2018-5114,5.3,3.9,LOW,NONE,NONE
12498,CWE-200,CVE-2018-5115,7.5,3.9,LOW,NONE,NONE
12499,CWE-346,CVE-2018-5116,9.8,3.9,LOW,NONE,NONE
12500,NVD-CWE-noinfo,CVE-2018-5117,5.3,3.9,LOW,NONE,NONE
12501,CWE-200,CVE-2018-5118,5.3,3.9,LOW,NONE,NONE
12502,CWE-200,CVE-2018-5119,5.3,3.9,LOW,NONE,NONE
